recording_id	prompt_id	take	tier	kind	asaxi	translation_en	translation_scope	dictionary_pitch_by_word	predicted_utterance_pitch_by_word	morphology_by_word	predicted_boundary_tone	reference_authority	reference_reading	reference_agreement	annotation_status
asx_gra_04771c039fb9_t02	asx_gra_04771c039fb9	2	B	grammar_example	to shěso john sèŕa.	The book belongs to John.	exact	to [L] | shěso [H.L] | john [H] | sèŕa [H.L]	to [H] | shěso [L.L] | john [H] | sèŕa [H.L]	to [lexical] | shěso [lexical] | john [lexical] | sèŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_993304cfe20b_t01	asx_gra_993304cfe20b	1	B	grammar_example	to wo shěsokam izoŕa.	I am from the library.	exact	to [L] | wo [L] | shěsokam [H.L.L] | izoŕa [L.L.L]	to [H] | wo [L] | shěsokam [H.L.L] | izoŕa [L.L.L]	to [lexical] | wo [lexical] | shěsokam [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_993304cfe20b_t02	asx_gra_993304cfe20b	2	B	grammar_example	to wo shěsokam izoŕa.	I am from the library.	exact	to [L] | wo [L] | shěsokam [H.L.L] | izoŕa [L.L.L]	to [H] | wo [L] | shěsokam [H.L.L] | izoŕa [L.L.L]	to [lexical] | wo [lexical] | shěsokam [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_adaf0bfe89d4_t01	asx_gra_adaf0bfe89d4	1	B	grammar_example	to apo john dåŕa.	The apple is for John.	exact	to [L] | apo [H.L] | john [H] | dåŕa [H.L]	to [H] | apo [L.L] | john [H] | dåŕa [H.L]	to [lexical] | apo [lexical] | john [lexical] | dåŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_adaf0bfe89d4_t02	asx_gra_adaf0bfe89d4	2	B	grammar_example	to apo john dåŕa.	The apple is for John.	exact	to [L] | apo [H.L] | john [H] | dåŕa [H.L]	to [H] | apo [L.L] | john [H] | dåŕa [H.L]	to [lexical] | apo [lexical] | john [lexical] | dåŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_49c121536cd7_t01	asx_gra_49c121536cd7	1	B	grammar_example	to gaoshěso john násèŕa.	The blue book does not belong to John.	exact	to [L] | gaoshěso [L.H.L.L] | john [H] | násèŕa [H.L.L]	to [H] | gaoshěso [L.H.L.L] | john [H] | násèŕa [H.L.L]	to [lexical] | gaoshěso [ga- (compound prefix) + o (compound modifier) + shěso (compound head)] | john [lexical] | násèŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_49c121536cd7_t02	asx_gra_49c121536cd7	2	B	grammar_example	to gaoshěso john násèŕa.	The blue book does not belong to John.	exact	to [L] | gaoshěso [L.H.L.L] | john [H] | násèŕa [H.L.L]	to [H] | gaoshěso [L.H.L.L] | john [H] | násèŕa [H.L.L]	to [lexical] | gaoshěso [ga- (compound prefix) + o (compound modifier) + shěso (compound head)] | john [lexical] | násèŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_e3a12b578396_t01	asx_gra_e3a12b578396	1	B	grammar_example	wo gaŕo xăizoŕa.	I am absolutely from a city!	exact	wo [L] | gaŕo [L.H] | xăizoŕa [H.L.L.L]	wo [H] | gaŕo [L.H] | xăizoŕa [H.L.L.L]	wo [lexical] | gaŕo [lexical] | xăizoŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_e3a12b578396_t02	asx_gra_e3a12b578396	2	B	grammar_example	wo gaŕo xăizoŕa.	I am absolutely from a city!	exact	wo [L] | gaŕo [L.H] | xăizoŕa [H.L.L.L]	wo [H] | gaŕo [L.H] | xăizoŕa [H.L.L.L]	wo [lexical] | gaŕo [lexical] | xăizoŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_c4b33d846877_t01	asx_gra_c4b33d846877	1	B	grammar_example	apo gapo.	The apple (is) red.	exact	apo [H.L] | gapo [H.L]	apo [H.L] | gapo [H.L]	apo [lexical] | gapo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_c4b33d846877_t02	asx_gra_c4b33d846877	2	B	grammar_example	apo gapo.	The apple (is) red.	exact	apo [H.L] | gapo [H.L]	apo [H.L] | gapo [H.L]	apo [lexical] | gapo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0ff6f10bcbfe_t01	asx_gra_0ff6f10bcbfe	1	B	grammar_example	john shánă.	John (is) wise/humane.	exact	john [H] | shánă [H.H]	john [H] | shánă [H.H]	john [lexical] | shánă [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0ff6f10bcbfe_t02	asx_gra_0ff6f10bcbfe	2	B	grammar_example	john shánă.	John (is) wise/humane.	exact	john [H] | shánă [H.H]	john [H] | shánă [H.H]	john [lexical] | shánă [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_f06c590ce83d_t01	asx_gra_f06c590ce83d	1	B	grammar_example	to john gafůbåbå shá.	John is a muscleless person.	exact	to [L] | john [H] | gafůbåbå [L.H.L.L] | shá [H]	to [H] | john [L] | gafůbåbå [L.H.L.L] | shá [L]	to [lexical] | john [lexical] | gafůbåbå [lexical] | shá [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_f06c590ce83d_t02	asx_gra_f06c590ce83d	2	B	grammar_example	to john gafůbåbå shá.	John is a muscleless person.	exact	to [L] | john [H] | gafůbåbå [L.H.L.L] | shá [H]	to [H] | john [L] | gafůbåbå [L.H.L.L] | shá [L]	to [lexical] | john [lexical] | gafůbåbå [lexical] | shá [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_705390626b96_t01	asx_gra_705390626b96	1	B	grammar_example	to john hjihjină shá.	John is a petite person.	exact	to [L] | john [H] | hjihjină [H.L.L] | shá [H]	to [H] | john [L] | hjihjină [H.L.L] | shá [L]	to [lexical] | john [lexical] | hjihjină [lexical] | shá [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_705390626b96_t02	asx_gra_705390626b96	2	B	grammar_example	to john hjihjină shá.	John is a petite person.	exact	to [L] | john [H] | hjihjină [H.L.L] | shá [H]	to [H] | john [L] | hjihjină [H.L.L] | shá [L]	to [lexical] | john [lexical] | hjihjină [lexical] | shá [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_a631e7331f39_t01	asx_gra_a631e7331f39	1	B	grammar_example	to john gafůbåbå shá tte ŕima.	I think that John is a muscleless person.	exact	to [L] | john [H] | gafůbåbå [L.H.L.L] | shá [H] | tte [L.L] | ŕima [H.L]	to [H] | john [L] | gafůbåbå [L.H.L.L] | shá [H] | tte [L.L] | ŕima [H.L]	to [lexical] | john [lexical] | gafůbåbå [lexical] | shá [lexical] | tte [lexical] | ŕima [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_a631e7331f39_t02	asx_gra_a631e7331f39	2	B	grammar_example	to john gafůbåbå shá tte ŕima.	I think that John is a muscleless person.	exact	to [L] | john [H] | gafůbåbå [L.H.L.L] | shá [H] | tte [L.L] | ŕima [H.L]	to [H] | john [L] | gafůbåbå [L.H.L.L] | shá [H] | tte [L.L] | ŕima [H.L]	to [lexical] | john [lexical] | gafůbåbå [lexical] | shá [lexical] | tte [lexical] | ŕima [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8b67c8422658_t01	asx_gra_8b67c8422658	1	B	grammar_example	to john dåni tom apa zèdao.	John gave apples to Tom.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | apa [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | apa [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_8b67c8422658_t02	asx_gra_8b67c8422658	2	B	grammar_example	to john dåni tom apa zèdao.	John gave apples to Tom.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | apa [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | apa [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9794dc5e63be_t01	asx_gra_9794dc5e63be	1	B	grammar_example	john ja tom dåni jýnma jágoma zèdao.	John and Tom gave the hyenas blueberries.	exact	john [H] | ja [L] | tom [H] | dåni [L.L] | jýnma [H.H] | jágoma [H.L.L] | zèdao [L.H.L]	john [H] | ja [L] | tom [H] | dåni [L.L] | jýnma [H.H] | jágoma [H.L.L] | zèdao [L.H.L]	john [lexical] | ja [lexical] | tom [lexical] | dåni [lexical] | jýnma [jýn (root) + -ma (plural suffix)] | jágoma [jágo (root) + -ma (plural suffix)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9794dc5e63be_t02	asx_gra_9794dc5e63be	2	B	grammar_example	john ja tom dåni jýnma jágoma zèdao.	John and Tom gave the hyenas blueberries.	exact	john [H] | ja [L] | tom [H] | dåni [L.L] | jýnma [H.H] | jágoma [H.L.L] | zèdao [L.H.L]	john [H] | ja [L] | tom [H] | dåni [L.L] | jýnma [H.H] | jágoma [H.L.L] | zèdao [L.H.L]	john [lexical] | ja [lexical] | tom [lexical] | dåni [lexical] | jýnma [jýn (root) + -ma (plural suffix)] | jágoma [jágo (root) + -ma (plural suffix)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_2610384ce1d6_t01	asx_gra_2610384ce1d6	1	B	grammar_example	to john dåni tom, jerry ja barry apa zèdao.	John gave apples to Tom, Jerry, and Barry.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | jerry [H.L] | ja [L] | barry [H.L] | apa [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | jerry [H.L] | ja [L] | barry [H.L] | apa [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | jerry [lexical] | ja [lexical] | barry [lexical] | apa [apo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_2610384ce1d6_t02	asx_gra_2610384ce1d6	2	B	grammar_example	to john dåni tom, jerry ja barry apa zèdao.	John gave apples to Tom, Jerry, and Barry.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | jerry [H.L] | ja [L] | barry [H.L] | apa [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | jerry [H.L] | ja [L] | barry [H.L] | apa [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | jerry [lexical] | ja [lexical] | barry [lexical] | apa [apo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_ad8a73e5a02a_t01	asx_gra_ad8a73e5a02a	1	B	grammar_example	to john dåni tom apa ja jága zèdao.	John gave Tom apples and blueberries.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | apa [H.L] | ja [L] | jága [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | apa [H.L] | ja [L] | jága [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | ja [lexical] | jága [jágo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_ad8a73e5a02a_t02	asx_gra_ad8a73e5a02a	2	B	grammar_example	to john dåni tom apa ja jága zèdao.	John gave Tom apples and blueberries.	exact	to [L] | john [H] | dåni [L.L] | tom [H] | apa [H.L] | ja [L] | jága [H.L] | zèdao [L.H.L]	to [H] | john [L] | dåni [L.L] | tom [H] | apa [H.L] | ja [L] | jága [H.L] | zèdao [L.H.L]	to [lexical] | john [lexical] | dåni [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | ja [lexical] | jága [jágo (root) + -a (plural)] | zèdao [zè- (prefix) + dao (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9a4afc14e80d_t01	asx_gra_9a4afc14e80d	1	B	grammar_example	to wo aśù dzè, haśùná.	I walk, but I do not run.	exact	to [L] | wo [L] | aśù [H.L] | dzè [L] | haśùná [L.H.H]	to [H] | wo [L] | aśù [H.L] | dzè [L] | haśùná [L.H.H]	to [lexical] | wo [lexical] | aśù [lexical] | dzè [lexical] | haśùná [haśù (root) + ná (dominant suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9a4afc14e80d_t02	asx_gra_9a4afc14e80d	2	B	grammar_example	to wo aśù dzè, haśùná.	I walk, but I do not run.	exact	to [L] | wo [L] | aśù [H.L] | dzè [L] | haśùná [L.H.H]	to [H] | wo [L] | aśù [H.L] | dzè [L] | haśùná [L.H.H]	to [lexical] | wo [lexical] | aśù [lexical] | dzè [lexical] | haśùná [haśù (root) + ná (dominant suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_0b8028a39623_t01	asx_gra_0b8028a39623	1	B	grammar_example	sèwo topo toponů, ninå wo shěsonů.	Since it is raining, therefore I read.	exact	sèwo [L.L] | topo [H.L] | toponů [H.L.L] | ninå [L.L] | wo [L] | shěsonů [H.L.L]	sèwo [H.L] | topo [H.L] | toponů [H.L.L] | ninå [L.L] | wo [L] | shěsonů [H.L.L]	sèwo [lexical] | topo [lexical] | toponů [lexical] | ninå [lexical] | wo [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0b8028a39623_t02	asx_gra_0b8028a39623	2	B	grammar_example	sèwo topo toponů, ninå wo shěsonů.	Since it is raining, therefore I read.	exact	sèwo [L.L] | topo [H.L] | toponů [H.L.L] | ninå [L.L] | wo [L] | shěsonů [H.L.L]	sèwo [H.L] | topo [H.L] | toponů [H.L.L] | ninå [L.L] | wo [L] | shěsonů [H.L.L]	sèwo [lexical] | topo [lexical] | toponů [lexical] | ninå [lexical] | wo [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_cfe0e0a922ff_t01	asx_gra_cfe0e0a922ff	1	B	grammar_example	to wo haśù sèni, to wo aśùná.	I run, so I do not walk.	exact	to [L] | wo [L] | haśù [L.H] | sèni [L.L] | to [L] | wo [L] | aśùná [H.L.H]	to [H] | wo [L] | haśù [L.H] | sèni [L.L] | to [L] | wo [L] | aśùná [H.L.L]	to [lexical] | wo [lexical] | haśù [lexical] | sèni [lexical] | to [lexical] | wo [lexical] | aśùná [aśù (root) + ná (dominant suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_cfe0e0a922ff_t02	asx_gra_cfe0e0a922ff	2	B	grammar_example	to wo haśù sèni, to wo aśùná.	I run, so I do not walk.	exact	to [L] | wo [L] | haśù [L.H] | sèni [L.L] | to [L] | wo [L] | aśùná [H.L.H]	to [H] | wo [L] | haśù [L.H] | sèni [L.L] | to [L] | wo [L] | aśùná [H.L.L]	to [lexical] | wo [lexical] | haśù [lexical] | sèni [lexical] | to [lexical] | wo [lexical] | aśùná [aśù (root) + ná (dominant suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_da679104b053_t01	asx_gra_da679104b053	1	B	grammar_example	to wo nanå shěsonů.	I often read.	exact	to [L] | wo [L] | nanå [L.L] | shěsonů [H.L.L]	to [H] | wo [L] | nanå [L.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | nanå [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_da679104b053_t02	asx_gra_da679104b053	2	B	grammar_example	to wo nanå shěsonů.	I often read.	exact	to [L] | wo [L] | nanå [L.L] | shěsonů [H.L.L]	to [H] | wo [L] | nanå [L.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | nanå [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_6f7dc385b8d4_t01	asx_gra_6f7dc385b8d4	1	B	grammar_example	to wo nåsi shěsonů.	I never read.	exact	to [L] | wo [L] | nåsi [L.L] | shěsonů [H.L.L]	to [H] | wo [L] | nåsi [L.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | nåsi [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_6f7dc385b8d4_t02	asx_gra_6f7dc385b8d4	2	B	grammar_example	to wo nåsi shěsonů.	I never read.	exact	to [L] | wo [L] | nåsi [L.L] | shěsonů [H.L.L]	to [H] | wo [L] | nåsi [L.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | nåsi [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_02dd44145d9d_t01	asx_gra_02dd44145d9d	1	B	grammar_example	to wo opùnå shěso shěsonů.	I usually read books.	exact	to [L] | wo [L] | opùnå [L.L.L] | shěso [H.L] | shěsonů [H.L.L]	to [H] | wo [L] | opùnå [L.L.L] | shěso [H.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | opùnå [lexical] | shěso [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_02dd44145d9d_t02	asx_gra_02dd44145d9d	2	B	grammar_example	to wo opùnå shěso shěsonů.	I usually read books.	exact	to [L] | wo [L] | opùnå [L.L.L] | shěso [H.L] | shěsonů [H.L.L]	to [H] | wo [L] | opùnå [L.L.L] | shěso [H.L] | shěsonů [H.L.L]	to [lexical] | wo [lexical] | opùnå [lexical] | shěso [lexical] | shěsonů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_329a9f7a331f_t01	asx_gra_329a9f7a331f	1	B	grammar_example	tom gajýnnshá niŕa.	Tom becomes a were-hyena.	exact	tom [H] | gajýnnshá [L.L.L.H] | niŕa [H.H]	tom [H] | gajýnnshá [L.L.L.H] | niŕa [H.H]	tom [lexical] | gajýnnshá [lexical] | niŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_329a9f7a331f_t02	asx_gra_329a9f7a331f	2	B	grammar_example	tom gajýnnshá niŕa.	Tom becomes a were-hyena.	exact	tom [H] | gajýnnshá [L.L.L.H] | niŕa [H.H]	tom [H] | gajýnnshá [L.L.L.H] | niŕa [H.H]	tom [lexical] | gajýnnshá [lexical] | niŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_f506bd8cf597_t01	asx_gra_f506bd8cf597	1	B	grammar_example	to shosa siŕo niŕa.	The road leads to the unknown.	exact	to [L] | shosa [H.L] | siŕo [H.H] | niŕa [H.H]	to [H] | shosa [L.L] | siŕo [H.H] | niŕa [H.H]	to [lexical] | shosa [lexical] | siŕo [lexical] | niŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_f506bd8cf597_t02	asx_gra_f506bd8cf597	2	B	grammar_example	to shosa siŕo niŕa.	The road leads to the unknown.	exact	to [L] | shosa [H.L] | siŕo [H.H] | niŕa [H.H]	to [H] | shosa [L.L] | siŕo [H.H] | niŕa [H.H]	to [lexical] | shosa [lexical] | siŕo [lexical] | niŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_088b11b9d1ab_t01	asx_gra_088b11b9d1ab	1	B	grammar_example	to wo gaŕo izoŕa.	I am from the city.	exact	to [L] | wo [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [H] | wo [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [lexical] | wo [lexical] | gaŕo [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_088b11b9d1ab_t02	asx_gra_088b11b9d1ab	2	B	grammar_example	to wo gaŕo izoŕa.	I am from the city.	exact	to [L] | wo [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [H] | wo [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [lexical] | wo [lexical] | gaŕo [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_789d86648120_t01	asx_gra_789d86648120	1	B	grammar_example	to mao o záŕa.	The moon belongs with the sky.	exact	to [L] | mao [H.L] | o [H] | záŕa [L.L]	to [H] | mao [L.L] | o [H] | záŕa [L.L]	to [lexical] | mao [lexical] | o [lexical] | záŕa [zá (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_789d86648120_t02	asx_gra_789d86648120	2	B	grammar_example	to mao o záŕa.	The moon belongs with the sky.	exact	to [L] | mao [H.L] | o [H] | záŕa [L.L]	to [H] | mao [L.L] | o [H] | záŕa [L.L]	to [lexical] | mao [lexical] | o [lexical] | záŕa [zá (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_377b171310d0_t01	asx_gra_377b171310d0	1	B	grammar_example	to å shěsonů pwo måmåŕa.	Reading time lasts until tomorrow.	exact	to [L] | å [H] | shěsonů [H.L.L] | pwo [H] | måmåŕa [H.L.L]	to [H] | å [L] | shěsonů [H.L.L] | pwo [H] | måmåŕa [H.L.L]	to [lexical] | å [lexical] | shěsonů [lexical] | pwo [lexical] | måmåŕa [måmå (root) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_377b171310d0_t02	asx_gra_377b171310d0	2	B	grammar_example	to å shěsonů pwo måmåŕa.	Reading time lasts until tomorrow.	exact	to [L] | å [H] | shěsonů [H.L.L] | pwo [H] | måmåŕa [H.L.L]	to [H] | å [L] | shěsonů [H.L.L] | pwo [H] | måmåŕa [H.L.L]	to [lexical] | å [lexical] | shěsonů [lexical] | pwo [lexical] | måmåŕa [måmå (root) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_821d27d014bb_t01	asx_gra_821d27d014bb	1	B	grammar_example	mao xăsiŕo vaŕa.	The moon is (contained) in outer space.	exact	mao [H.L] | xăsiŕo [H.H.H] | vaŕa [L.L]	mao [H.L] | xăsiŕo [H.H.H] | vaŕa [L.L]	mao [lexical] | xăsiŕo [lexical] | vaŕa [va- (prefix) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_821d27d014bb_t02	asx_gra_821d27d014bb	2	B	grammar_example	mao xăsiŕo vaŕa.	The moon is (contained) in outer space.	exact	mao [H.L] | xăsiŕo [H.H.H] | vaŕa [L.L]	mao [H.L] | xăsiŕo [H.H.H] | vaŕa [L.L]	mao [lexical] | xăsiŕo [lexical] | vaŕa [va- (prefix) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_53188ea6ad53_t01	asx_gra_53188ea6ad53	1	B	grammar_example	dăŕobiwa sè simama ksùŕa sèŕa ken.	Bays can belong to islands' coasts.	exact	dăŕobiwa [H.L.L.L] | sè [L] | simama [H.H.L] | ksùŕa [L.H] | sèŕa [H.L] | ken [L]	dăŕobiwa [H.L.L.L] | sè [L] | simama [H.H.L] | ksùŕa [L.H] | sèŕa [H.L] | ken [L]	dăŕobiwa [dăŕobi (root) + -wa (plural)] | sè [lexical] | simama [sima (root) + -ma (plural)] | ksùŕa [ksùŕo (root) + -a (plural)] | sèŕa [lexical] | ken [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_53188ea6ad53_t02	asx_gra_53188ea6ad53	2	B	grammar_example	dăŕobiwa sè simama ksùŕa sèŕa ken.	Bays can belong to islands' coasts.	exact	dăŕobiwa [H.L.L.L] | sè [L] | simama [H.H.L] | ksùŕa [L.H] | sèŕa [H.L] | ken [L]	dăŕobiwa [H.L.L.L] | sè [L] | simama [H.H.L] | ksùŕa [L.H] | sèŕa [H.L] | ken [L]	dăŕobiwa [dăŕobi (root) + -wa (plural)] | sè [lexical] | simama [sima (root) + -ma (plural)] | ksùŕa [ksùŕo (root) + -a (plural)] | sèŕa [lexical] | ken [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8dc847be3470_t01	asx_gra_8dc847be3470	1	B	grammar_example	toonýj shěso no-gă ỏnů.	The book is around there.	exact	toonýj [H.L.L] | shěso [H.L] | no [L] | gă [H] | ỏnů [H.L]	toonýj [H.L.L] | shěso [H.L] | no [L] | gă [H] | ỏnů [H.L]	toonýj [lexical] | shěso [lexical] | no [lexical] | gă [lexical] | ỏnů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8dc847be3470_t02	asx_gra_8dc847be3470	2	B	grammar_example	toonýj shěso no-gă ỏnů.	The book is around there.	exact	toonýj [H.L.L] | shěso [H.L] | no [L] | gă [H] | ỏnů [H.L]	toonýj [H.L.L] | shěso [H.L] | no [L] | gă [H] | ỏnů [H.L]	toonýj [lexical] | shěso [lexical] | no [lexical] | gă [lexical] | ỏnů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_bf1d36b47c05_t01	asx_gra_bf1d36b47c05	1	B	grammar_example	to shěso o-xiŕa.	The book is here.	exact	to [L] | shěso [H.L] | o [H] | xiŕa [L.L]	to [H] | shěso [L.L] | o [H] | xiŕa [L.L]	to [lexical] | shěso [lexical] | o [lexical] | xiŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_bf1d36b47c05_t02	asx_gra_bf1d36b47c05	2	B	grammar_example	to shěso o-xiŕa.	The book is here.	exact	to [L] | shěso [H.L] | o [H] | xiŕa [L.L]	to [H] | shěso [L.L] | o [H] | xiŕa [L.L]	to [lexical] | shěso [lexical] | o [lexical] | xiŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_d2277069f722_t01	asx_gra_d2277069f722	1	B	grammar_example	mao xaŕa.	The moon is above.	exact	mao [H.L] | xaŕa [L.H]	mao [H.L] | xaŕa [L.L]	mao [lexical] | xaŕa [xa- (prefix) + ŕo (root) + -a (plural)]	L%	none		no_reference	source_attested_model_accent
asx_gra_d2277069f722_t02	asx_gra_d2277069f722	2	B	grammar_example	mao xaŕa.	The moon is above.	exact	mao [H.L] | xaŕa [L.H]	mao [H.L] | xaŕa [L.L]	mao [lexical] | xaŕa [xa- (prefix) + ŕo (root) + -a (plural)]	L%	none		no_reference	source_attested_model_accent
asx_gra_4a17c24e7e1c_t01	asx_gra_4a17c24e7e1c	1	B	grammar_example	john shějýnshá zènèŕa.	John was not a teacher.	exact	john [H] | shějýnshá [L.H.L] | zènèŕa [H.L.L]	john [H] | shějýnshá [L.H.L] | zènèŕa [H.L.L]	john [lexical] | shějýnshá [lexical] | zènèŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_4a17c24e7e1c_t02	asx_gra_4a17c24e7e1c	2	B	grammar_example	john shějýnshá zènèŕa.	John was not a teacher.	exact	john [H] | shějýnshá [L.H.L] | zènèŕa [H.L.L]	john [H] | shějýnshá [L.H.L] | zènèŕa [H.L.L]	john [lexical] | shějýnshá [lexical] | zènèŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_9d19892d215b_t01	asx_gra_9d19892d215b	1	B	grammar_example	to shosa siŕo ni.	The road (is) towards the unknown.	exact	to [L] | shosa [H.L] | siŕo [H.H] | ni [L]	to [H] | shosa [L.L] | siŕo [H.H] | ni [L]	to [lexical] | shosa [lexical] | siŕo [lexical] | ni [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_9d19892d215b_t02	asx_gra_9d19892d215b	2	B	grammar_example	to shosa siŕo ni.	The road (is) towards the unknown.	exact	to [L] | shosa [H.L] | siŕo [H.H] | ni [L]	to [H] | shosa [L.L] | siŕo [H.H] | ni [L]	to [lexical] | shosa [lexical] | siŕo [lexical] | ni [lexical]	L%	none		no_reference	source_attested_model_accent
